"IAFOST","2003","8-63431",2590,"PURPLE COW ORGANICS","GGPO"
"IAFOST","2003","8-68939",29420,"EZ GROW PRODUCTS, LLC","GGPO"
"IAFOST","2003","8-70519",479,"APOLLO EXPORTS","GGPO"
"IAFOST","2003","8-71498",22008,"ESSCHERT DESIGN USA LLC","GGPO"
"IAFOST","2003","8-71794",489,"MARSHALL HOME","GGPO"
"IAFOST","2003","8-72715",212,"PAINTED SKY DESIGNS","GGPO"
"IAFOST","2003","8-75949",1110,"MARSHALL HOME","GGPO"
"IAFOST","2003","8-79510",21645,"SUNSET VISTA DESIGNS., INC.","GGPO"
"IAFOST","2003","8-88603",711,"THE SCOTTS COMPANY","GGPO"
"IAFOST","2003","8-89288",328,"THE SCOTTS COMPANY","GGPO"
"IAFOST","2003","8-90431",332,"Merito Industries","GGPO"
"IAFOST","2003","8-90801",179,"Merito Industries","GGPO"
"IAFOST","2003","8-93608",12249,"Merito Industries","GGPO"
"IAFOST","2003","8-94509",163,"MARSHALL HOME","GGPO"
"IAFOST","2003","9-31708",1388,"Reln Inc.","GGPO"
"IAFOST","2003","9-31902",457,"Reln Inc.","GGPO"
